Title,Price,Beds,SQFT,Date Listed,Link
Amazing 1 Bedroom Located In Brookhaven!,$1390,N/A,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-amazing-1-bedroom-located-in/7143452217.html
"Online Payments Available, Package Receiving, Disposal",$1049,2br,1034ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/duluth-online-payments-available/7142144067.html
Oversized Two Bedroom in Buckhead High Rise,$2106,2br,1175ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-oversized-two-bedroom-in/7143451478.html
Incredible Price drop in Midtown,$1488,1br,621ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-incredible-price-drop-in-midtown/7143451160.html
Make your way to Atlantic Aerotropolis!! Move In Specials await you!!,$1447,2br,1088ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-make-your-way-to-atlantic/7139755781.html
Beautiful and Spacious Renovated In-Law Suite in East Atlanta,$1100,1br,1000ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-beautiful-and-spacious/7143449059.html
Luxury Apartment In Downtown Brookhaven,$1380,N/A,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-luxury-apartment-in-downtown/7143448756.html
Studio on the Beltline with $1000 incentive,$1499,1br,560ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-studio-on-the-beltline-with/7143447399.html
2 Bedroom apartment available!!!,$1206,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-bedroom-apartment-available/7143447139.html
"Playground area, Lighted tennis courts, Luxurious roman tubs",$1215,2br,1165ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/austell-playground-area-lighted-tennis/7142134148.html
"Huge Home in East Atlanta, near Ormewood Park for Rent",$2700,3br,2900ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-huge-home-in-east-atlanta-near/7143446605.html
TWO BEDROOM MIDTOWN - LUXE UNIT,$1706,2br,1151ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-two-bedroom-midtown-luxe-unit/7143446527.html
"2 Bed - 2 Bath, Custom Accent Wall, Barbecues and Picnic Area",$1470,2br,1119ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-bed-2-bath-custom-accent-wall/7143446462.html
"2 Bed - 1 Bath, Recycling Center, Car Wash Station",$1320,2br,950ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-bed-1-bath-recycling-center/7143446440.html
"2 Bed - 1 Bath, Ceiling Fan, Creek View",$1298,2br,870ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-bed-1-bath-ceiling-fan-creek/7143446423.html
"Gated Community, Stainless Steel Appliances, Swimming Pool",$1030,2br,1222ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/red-oak-gated-community-stainless-steel/7142191233.html
$600 Move in Special!,$1250,1br,735ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-600-move-in-special/7143446126.html
"Playground, Laundry Facilities, Hardwood Floors",$1458,2br,1343ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-playground-laundry-facilities/7143446085.html
"1 Bed - 1 Bath, Fitness Center, Covered Parking",$1230,1br,675ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bed-1-bath-fitness-center/7143446086.html
Two bedroom 1 month Free and $500 gift card,$2132,2br,1191ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-two-bedroom-1-month-free-and/7141943591.html
TWO MONTHS FREE MIDTOWN URBAN MIDRISE,$2705,2br,1227ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-two-months-free-midtown-urban/7141943865.html
4 weeks Free Luxury High Rise Studio,$1510,1br,657ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-4-weeks-free-luxury-high-rise/7134320313.html
TWO MONTHS FREE MIDTOWN URBAN MIDRISE,$2705,2br,1227ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-two-months-free-midtown-urban/7143445409.html
Beautiful apartment home available!!!,$1036,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-beautiful-apartment-home/7143445369.html
(@@@Charming Mid-Century Modern 2brr/1bath home for rent@@@),$791,2br,805ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-charming-mid-century-modern/7143399204.html
TWO BEDROOM IN SMYRNA ! GREAT PRICE,$1387,2br,1180ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/smyrna-two-bedroom-in-smyrna-great-price/7141942889.html
TWO BEDROOM IN SMYRNA ! GREAT PRICE,$1387,2br,1180ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/smyrna-two-bedroom-in-smyrna-great-price/7141944018.html
NOW LEASING FOR FALL 2020!! Secure your savings today!,$769,4br,1460ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-now-leasing-for-fall-2020/7138090578.html
13th floor unit available and ready to show ! Midtown High Rise,$1825,1br,650ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-13th-floor-unit-available-and/7143444698.html
1 bedroom 1 bath duplex for rent,$850,1br,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/lilburn-1-bedroom-1-bath-duplex-for-rent/7134601794.html
3 Bedroom 1 Bathroom Duplex For Rent,$1000,3br,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-3-bedroom-1-bathroom-duplex-for/7134608392.html
"Short Term Lease, Window Coverings, Wheelchair Accessible",$1180,1br,740ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-short-term-lease-window/7129756309.html
TOUCH OF MANHATTAN IN MIDTOWN 🏙❤️🚴🏽‍♂️,$1469,1br,750ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-touch-of-manhattan-in-midtown/7128438014.html
"►►► $250 OFF Move In Special!  1Bed/1Bath Flat for $1,250/month- Atlan",$1250,1br,729ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-250-off-move-in-special-1bed/7143433850.html
"Double-Basin Kitchen Sink, 24 Hour Emergency Maintenance, Bark Park",$1139,1br,1005ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-double-basin-kitchen-sink-24/7130866365.html
"Classic Studio Apartment - Close to Little 5 Points, Candler Park.",$775,1br,700ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-classic-studio-apartment-close/7143357006.html
Amazing Three Bedroom Available,$960,3br,1200ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/austell-amazing-three-bedroom-available/7143439891.html
"Heat, Hardwood Floor, Microwave",$1175,1br,870ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-heat-hardwood-floor-microwave/7140689129.html
"1 Bed - 1 Bath, On-Site Management, Pool View",$1255,1br,840ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bed-1-bath-on-site-management/7142131653.html
The Best Deal in Forest Park!! Monthly Special!!,$695,1br,300ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-the-best-deal-in-forest-park/7143420836.html
"Pets Allowed, Roommate Matching, Study Room",$1516,1br,935ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-pets-allowed-roommate-matching/7142181395.html
Bellingham now open for self guided tours!,$1160,1br,716ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/marietta-bellingham-now-open-for-self/7143430124.html
Immediate Move In Available! Northern Pines Apts One Bed One Bath!,$775,1br,950ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/clarkston-immediate-move-in-available/7143436899.html
Dependable movers,$65,N/A,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/lithonia-dependable-movers/7143381871.html
Simple But Classy Cleaning Services,$0,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/norcross-simple-but-classy-cleaning/7143435419.html
COME TOUR OUR PROPERTY TODAY!!!!,$1019,1br,600ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-come-tour-our-property-today/7139242289.html
"Private  Balcony or Patio on select floor plans, Heat, Tile Floors",$1337,1br,765ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-private-balcony-or-patio-on/7143429293.html
"Hardwood-style flooring, Two inch blinds, Designer lighting",$1005,2br,885ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/douglasville-hardwood-style-flooring/7142164160.html
We Can Get You Moved In 3-5 Days-even With Credit Challenges,$350,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-we-can-get-you-moved-in-3-5/7131249762.html
"1 Bedrooms in West Midtown Starting at Only $1,149!",$1149,1br,750ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedrooms-in-west-midtown/7143410314.html
We Can Get You Moved In 3-5 Days-even With Credit Challenges,$350,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-we-can-get-you-moved-in-3-5/7131247760.html
"Balcony, Additional Storage, Street Parking",$1256,1br,887ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-balcony-additional-storage/7140694607.html
"Granite Countertops, Newly Renovated Apartment Homes, Eat-in Kitchen",$1331,2br,1250ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-granite-countertops-newly/7143409538.html
"Smart Apartment Thermostat, Washer/Dryer, Paw Park",$1305,1br,974ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-smart-apartment-thermostat/7142142584.html
"Controlled Access Community, Pets Allowed, Accepts Electronic Payments",$1500,1br,1006ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-controlled-access-community/7143429318.html
"Wheelchair Accessible, Refrigerator, Tennis Court(s)",$1500,1br,925ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-wheelchair-accessible/7143429288.html
"Window Coverings, Water Sewer And Trash, Washer/Dryer Hookup",$1535,1br,850ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-window-coverings-water-sewer/7143429260.html
"Storage, Range, Pool",$1516,1br,935ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-storage-range-pool/7143429248.html
Venga y mudese para Waverly Manor!!!!!!!!,$1200,2br,1600ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/norcross-venga-mudese-para-waverly-manor/7143428281.html
1X1 APARTMENT FLAT AVAILABLE JULY 15TH!!!,$825,N/A,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/clarkston-1x1-apartment-flat-available/7135909179.html
bad credit - you do have options,$350,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-bad-credit-you-do-have-options/7133931737.html
We Can Get You Moved In 3-5 Days-even With Credit Challenges,$350,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-we-can-get-you-moved-in-3-5/7131244413.html
This 1BR/1BA Apartment Has a Full-Size Washer & Dryer,$1301,1br,1000ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/roswell-this-1br-1ba-apartment-has-full/7143423110.html
This is a crucial time.contact us if you are having trouble getting ap,$350,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-this-is-crucial-timecontact-us/7133919170.html
YES! We have Self-Guided Tours! Tour on your own terms here at Modera,$2560,2br,958ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-yes-we-have-self-guided-tours/7143426686.html
"Private Patio, New Washers & Dryers in Every Unit, Dog Park",$1015,2br,1050ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/duluth-private-patio-new-washers-dryers/7128454818.html
"Carpeted, Tile Backsplash, Ceiling Fan",$1278,2br,1050ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/riverdale-carpeted-tile-backsplash/7143426358.html
"Dishwasher, On-site maintenance, Bi-lingual staff",$1050,1br,900ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-dishwasher-on-site-maintenance/7141033022.html
HUGE 2 bedroom apartment available NOW! $99 TO APPLY,$1870,2br,1273ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-huge-2-bedroom-apartment/7143425382.html
"Lighted Tennis Courts, Two Swimming Pools, Playground",$1804,3br,1350ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-lighted-tennis-courts-two/7143402340.html
Beutyfull one bedroom one bathroom available!!atlanta,$350,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-beutyfull-one-bedroom-one/7143415355.html
HUGE 2 bedroom Town Home available! $99 TO APPLY,$1820,2br,1150ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-huge-2-bedroom-town-home/7143424745.html
AMAZING One Bedroom Apartment in Buckhead!!!,$1470,1br,755ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-amazing-one-bedroom-apartment/7143423933.html
we can boost  your credit cpn available,$75,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-we-can-boost-your-credit-cpn/7142069449.html
Walk to Piedmont Hospital from Your Luxury 2 Bedroom! Only 1 Left!,$1749,2br,1171ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-walk-to-piedmont-hospital-from/7143423318.html
Fresh Makeover! Move in Exact Workweek! 1.5 B HOME Near Hospital,$560,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/smyrna-fresh-makeover-move-in-exact/7132238634.html
"Fully Furnished Midtown Atlanta 1bd/1ba Apartment - $1,650",$1650,1br,775ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-fully-furnished-midtown-atlanta/7128060888.html
❤cp- number  and (Trade) Lines available  ❤,$75,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-cp-number-and-trade-lines/7136808557.html
"View, Pets Allowed, Short Term Lease",$1099,2br,1200ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/duluth-view-pets-allowed-short-term/7139452718.html
"Controlled access gates, Built-in spice racks, Large walk-in closets",$1215,2br,1165ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/austell-controlled-access-gates-built/7135021794.html
Three Bedroom Value in West Midtown!,$1909,3br,1420ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-three-bedroom-value-in-west/7143399397.html
"Air Conditioner, View, Hardwood Floor",$1175,1br,840ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-air-conditioner-view-hardwood/7141000654.html
"Resident Event Lounge, GOFit Fitness Center, Pet Friendly",$1614,3br,1518ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/duluth-resident-event-lounge-gofit/7136901370.html
Cute One Bedroom/One Bath with Porch,$1395,1br,750ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-cute-one-bedroom-one-bath-with/7143418957.html
$1369!! 🏙️ COOL LOFT 😎 HOT LOCATION 🔥🔥,$1369,1br,650ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-cool-loft-hot-location/7142166252.html
We’ve Found Solution of Your Old Eviction Call,$75,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-weve-found-solution-of-your-old/7129528949.html
"Best location on Glenridge Dr, MOVE IN SPECIAL",$1220,1br,756ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-best-location-on-glenridge-dr/7143417150.html
Two bedroom available in August!,$1200,2br,1008ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/pine-lake-two-bedroom-available-in/7143416030.html
"Clubhouse and Business Center, Ceiling Fans, Swimming Pool",$850,1br,682ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/red-oak-clubhouse-and-business-center/7139783593.html
Magnificent Apartments For Rent! Terrific Specials! Apply Today!,$900,N/A,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/decatur-magnificent-apartments-for-rent/7143408011.html
"Views, Ice Maker, Close to Freeway",$959,2br,1000ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/riverdale-views-ice-maker-close-to/7142151696.html
"Alarm System, Soccer Field, On-site Management",$1099,2br,1200ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/duluth-alarm-system-soccer-field-on/7143376948.html
2 Months Free on All one bedroom units!,$2115,1br,781ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-months-free-on-all-one/7143403977.html
"1 Bed - 1 Bath, Home Security, Trey Ceiling",$1255,1br,840ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bed-1-bath-home-security-trey/7138541327.html
!Welcome to your new home at Sierra Hills!,$1490,N/A,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-welcome-to-your-new-home-at/7138863932.html
"Covered Parking Spots, Ceramic Tile Tub Surround, Valet Trash Service",$1145,1br,767ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-covered-parking-spots-ceramic/7136986772.html
"Clubhouse, Rec Room, Hardwood Floor",$1049,2br,1034ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/duluth-clubhouse-rec-room-hardwood-floor/7143376854.html
One Bedroom Value in West Midtown!,$1259,1br,774ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-one-bedroom-value-in-west/7143397401.html
Great special! Great location! Call Sierra Hills,$1540,N/A,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-great-special-great-location/7138874571.html
***#1 Agency Giving Famlies w/Evictions a Second Chance***,$950,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-agency-giving-famlies/7138012253.html
"Dishwasher, Heated Indoor pool, Carpeted Floors",$980,3br,1126ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/marietta-dishwasher-heated-indoor-pool/7134732556.html
"!Affordable Luxury Living , Call Sierra Hills Today !",$1415,N/A,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-affordable-luxury-living-call/7139183592.html
"Night Patrol, Washer/Dryer, Disability Access",$1225,1br,812ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-night-patrol-washer-dryer/7143401604.html
Great location ! Call Sierra Hills Apartments today !,$1785,N/A,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-great-location-call-sierra/7139440982.html
98% Leased Ardmore Community! Luxury 1 Bedrooms Available!,$1299,1br,770ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-98-leased-ardmore-community/7143413982.html
2 Months Free on All two bedroom units!,$2305,2br,994ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-months-free-on-all-two/7143406466.html
The Best Deal in Forest Park!! Monthly Special!!,$695,1br,300ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-the-best-deal-in-forest-park/7143386997.html
"Apartamentos de 2-4 cuartos, Buenos precios , LLame a Sierra Hills Hoy",$1320,N/A,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-apartamentos-de-2-4-cuartos/7139160874.html
Great prices ! Great Location,$1415,N/A,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-great-prices-great-location/7139488967.html
Great special! Great location! Call Sierra Hills,$1785,N/A,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-great-special-great-location/7138887751.html
Northern Pines Apartments Huge 2 bedroom 2bath All Electric Apartments,$900,2br,1100ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/clarkston-northern-pines-apartments/7143412575.html
!High end Apartment Homes in Atlanta . Call Sierra Hills Today !,$1320,N/A,Not Available,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-high-end-apartment-homes-in/7142132221.html
COME LEASE AN APT HOME TODAY!!,$1032,1br,850ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-come-lease-an-apt-home-today/7141018874.html
Need To Move Asap ?! Credit An Issue ?,$350,N/A,N/A,Jun 17,https://atlanta.craigslist.org/atl/apa/d/atlanta-need-to-move-asap-credit-an/7131251502.html
One Bed One Bath IMMEDIETAE MOVE IN! Northern Pines Apartments,$775,1br,950ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/clarkston-one-bed-one-bath-immedietae/7143411595.html
"Free Weights Available, Rec Room, Playground",$920,1br,810ft2,Jun 17,https://atlanta.craigslist.org/atl/apa/d/duluth-free-weights-available-rec-room/7143376767.html
